"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"CI CARIBBEAN - INTERNE RESPALDO","USD","265.47","USD","265.47","USD","5385.83","USD","0.00","Colombia","C.I Caribbean Oils & Fats S.A.S.","Upsale/Crossale","New Service","German Florez","07-27-2023","03-01-2024","Lead Generation","Seminar / Conference","LATAM_COL_BAQ_MIDB_SEGTOUR_JUN_2023","Colombia","06-12-2023","06-14-2023","Fernando Villate","LatAmSMB","Event","One-to-Few","Closed Lost"
"PEPE ANCA  + GPON + B/QUILLA","USD","188.98","USD","188.98","USD","6897.64","USD","94.49","Colombia","RESTAURANTE PEPE ANCA LE MERIDIEM S.A.S.","New Customer","New Service","German Florez","03-22-2024","07-31-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_DataCenterSecurity Summit_Ent_Jun2024","Latam Region","05-08-2024","06-05-2024","Fernando Villate","LatAmRegional","Event","Special Event","Proposal Acceptance"
"(NL)_Electrificadora_Internet_1G","USD","1808.51","USD","1808.51","USD","65106.38","USD","0.00","Colombia","EMPRESA ELECTRICA DE BOYACA EBSA","New Customer","New Service","Andrea Carron","06-07-2023","08-28-2023","Sales Tracking","Tradeshow","LATAM_COL_BOG_IBMBogota_Ent_Jun2023","Colombia","07-17-2023","06-12-2023","Julian Cardenas","LatAmENT","Event","Partner/Sponsor","Closed Won"
"(NL) Servisalud RFP Infraestructura y redes","USD","6620.18","USD","6620.18","USD","171738.33","USD","12854.01","Colombia","UNION TEMPORAL SERVISALUD SAN JOSE","New Customer","New Service","Maria Alejandra Munoz","04-19-2023","07-05-2024","Sales Tracking","Seminar / Conference","LATAM_COL_BOG_ENT_RETSUSHI_APR_2023","Colombia","04-06-2023","04-26-2023","Julian Cardenas","LatAmENT","Event","One-to-Few","Closed Lost"
"MERCADO Y BOLSA SA-","USD","0.00","USD","0.00","","","USD","0.00","Colombia","MERCADO Y BOLSA SA","New Customer","","Luis Penagos","12-27-2023","03-01-2024","Other","Other","Regional_Info_LibertyLaunch_MSeg_May2023","Latam Region","05-04-2023","05-04-2023","Julian Cardenas","LatAmRegional","Website","General Forms","Closed Lost"
"Alianza Valores Comisionista - Renovación Servicios 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Colombia","ALIANZA VALORES COMISIONISTA DE BOLSA S A","Upsale/Crossale","Migration; Reconfiguration; Renewal","Andres Pineros","02-02-2023","11-21-2023","Sales Tracking","Special Events","LATAM_COL_Enterprise_Event_VIPLinks_Jun2023","Colombia","07-18-2023","06-21-2023","German Reina","LatAmENT","Event","Special Event","Closed Lost"
"Alianza Fiduciaria S.A. -  Renovación Servicios 2023","USD","16319.10","USD","6526.71","USD","208583.51","USD","102.13","Colombia","ALIANZA FIDUCIARIA S A","Upsale","New Service; Disconnection; Upgrade; Reconfiguration; Renewal","Andres Pineros","02-02-2023","11-29-2023","Sales Tracking","Special Events","LATAM_COL_Enterprise_Event_VIPLinks_Jun2023","Colombia","07-18-2023","06-21-2023","German Reina","LatAmENT","Event","Special Event","Closed Won"
"Alianza Fiduciaria S.A. - Servicio VPN Alianza | Estrategia de Crecimiento de Conexiones","USD","1143.62","USD","834.21","USD","27137.41","USD","0.00","Colombia","ALIANZA FIDUCIARIA S A","Upsale","New Service; Disconnection","Andres Pineros","02-13-2023","05-31-2023","Sales Tracking","Special Events","LATAM_COL_Enterprise_Event_VIPLinks_Jun2023","Colombia","07-18-2023","06-21-2023","German Reina","LatAmENT","Event","Special Event","Closed Won"
"Alianza - Licencias EMS","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Colombia","ALIANZA FIDUCIARIA S A","Upsale","Renewal","Andres Pineros","07-19-2023","07-31-2023","Sales Tracking","Special Events","LATAM_COL_Enterprise_Event_VIPLinks_Jun2023","Colombia","07-18-2023","06-21-2023","German Reina","LatAmENT","Event","Special Event","Closed Won"
"GIGA - crecimiento infraestructura Keralty","USD","257.82","USD","257.82","USD","3867.27","USD","0.00","Colombia","GIGA COLOMBIA SAS","Upsale/Crossale","New Service","Franklin Camacho","01-31-2023","01-09-2024","Lead Generation","Seminar / Conference","LATAM_COL_BOG_AUnaTorreDeDistancia_Ent_Mar2023","Colombia","02-06-2023","03-01-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Lost"
"GIGA - servidor Demos cliente final","USD","104.26","USD","104.26","USD","1251.06","USD","0.00","Colombia","GIGA COLOMBIA SAS","Upsale","New Service","Franklin Camacho","02-23-2023","04-17-2023","Lead Generation","Seminar / Conference","LATAM_COL_BOG_AUnaTorreDeDistancia_Ent_Mar2023","Colombia","02-06-2023","03-01-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Won"
"GIGA - Nacional de Seguros","USD","446.95","USD","446.95","USD","5533.38","USD","169.98","Colombia","GIGA COLOMBIA SAS","Upsale/Crossale","New Service","Franklin Camacho","03-13-2023","05-12-2023","Lead Generation","Seminar / Conference","LATAM_COL_BOG_AUnaTorreDeDistancia_Ent_Mar2023","Colombia","02-06-2023","03-01-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Lost"
"ECOMEDICS SAS // seguridad","USD","0.00","USD","0.00","","","USD","0.00","Colombia","ECOMEDICS SAS","Upsale/Crossale","","Lina Rozo","03-22-2023","07-28-2023","Lead Generation","Seminar / Conference","COL_Event_Healthcare_Ent_Feb2023","Colombia","01-22-2023","02-16-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Lost"
"(NL)Bardot-Internet","USD","314.96","USD","314.96","USD","11338.58","USD","0.00","Colombia","BARDOT S.A","New Customer","New Service","Luz Florez","05-24-2024","08-29-2024","Sales Tracking","Advertisement","LATAM_Col_Event_Paella Night Portafolio BOG_Ent_Jul2024","Colombia","07-10-2024","07-18-2024","Julian Cardenas","LatAmENT","Event","One-to-Few","Solution Design"
"(NL)Asisfarma-Conectividad","USD","212.77","USD","212.77","USD","2553.19","USD","0.00","Colombia","ASISFARMA S.A.","New Customer","New Service","Monica Rivera","07-31-2023","11-02-2023","Sales Tracking","Seminar / Conference","LATAM_COL_BOG_BrightPattern_Ent_Jul_2023","Colombia","08-04-2023","07-27-2023","Julian Cardenas","LatAmENT","Event","One-to-Few","Closed Lost"
"OINSAMED S A S","USD","481.79","USD","481.79","USD","11563.06","USD","0.00","Colombia","OINSAMED S A S","Upsale/Crossale","New Service","Fernando Aycardi","03-19-2024","07-04-2024","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Raymundo Barrios","LatAmENT","Event","Partner/Sponsor","Closed Lost"
"CAMAGUEY - internet backup","USD","212.00","USD","212.00","USD","5274.00","USD","186.00","Colombia","CAMAGUEY S.A.","New Customer","New Service","Fernando Aycardi","02-06-2024","05-06-2024","Lead Generation","Email","LATAM_Prod_Acquisition_Ent_May2023","Latam Region","05-18-2023","07-10-2023","Raymundo Barrios","LatAmRegional","Email","Offer","Closed Lost"
"MOVATE - 2 SWITCH","USD","42.55","USD","42.55","USD","510.64","USD","0.00","Colombia","MOVATE S.A.S.","Upsale","New Service","Fernando Aycardi","09-13-2023","09-19-2023","Lead Generation","Tradeshow","LATAM_COL_BAQ_Ent_Probarranquilla_Jun_2023","Colombia","09-18-2023","06-01-2023","Raymundo Barrios","LatAmENT","Event","Partner/Sponsor","Closed Won"
"Fuente de Luz/ internet asimentrico 220/110Mbps","USD","490.00","USD","490.00","USD","17640.00","USD","0.00","Dominican Republic","FUENTE DE LUZ MEMORIAL SERVICE","New Customer","New Service","Yaneris Pena","07-17-2023","08-25-2023","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Won"
"SEGUROS RESERVAS S A-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","SEGUROS RESERVAS S A","New Customer","","Yaneris Pena","03-14-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_Finanzas_2023","Dominican Republic","02-14-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Abacus Exchange-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","Abacus Exchange","New Customer","","Yaneris Pena","04-21-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_Finanzas_2023","Dominican Republic","02-14-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"INSTITUTO NACIONAL DE MIGRACION-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","INSTITUTO NACIONAL DE MIGRACION","New Customer","","Yaneris Pena","05-02-2023","12-12-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Prospecting & Qualification"
"Dirección Nacional de Mensuras Catastrales (DNMC)-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","DIRECCION GENERAL DEL CATASTRO NACIONAL","New Customer","","Yaneris Pena","03-08-2023","03-05-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"COOPMAIMON/Internet asimetrico 60/30 Mbps","USD","258.00","USD","258.00","USD","7392.00","USD","1200.00","Dominican Republic","COOPERATIVA DE AHORRO Y CREDITO MAIMON INC","Upsale/Crossale","New Service","Yaneris Pena","08-15-2023","12-06-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-few_Ent_Apr2024","Dominican Republic","03-04-2024","04-12-2024","Julian Vittini","LatAmSMB","Event","One-to-Few","Proposal Acceptance"
"coop Maimon","USD","500.00","USD","500.00","USD","18300.00","USD","300.00","Dominican Republic","COOPERATIVA DE AHORRO Y CREDITO MAIMON INC","Upsale/Crossale","New Service","Yaneris Pena","04-24-2024","07-03-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-few_Ent_Apr2024","Dominican Republic","03-04-2024","04-12-2024","Julian Vittini","LatAmSMB","Event","One-to-Few","Closed Lost"
"CORPORACION DE CREDITO MONUMENTAL S A-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","CORPORACION DE CREDITO MONUMENTAL S A","New Customer","","Yaneris Pena","03-13-2023","03-05-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_Finanzas_2023","Dominican Republic","02-14-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"morteros- IAAS","USD","3000.00","USD","3000.00","USD","108000.00","USD","0.00","Dominican Republic","MORTEROS DE EUROPA S A S","Upsale/Crossale","New Service","Yaneris Pena","05-08-2024","07-10-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_DataCenterSecurity Summit_Ent_Jun2024","Latam Region","05-08-2024","06-05-2024","Julian Vittini","LatAmRegional","Event","Special Event","Solution Design"
"Morteros/ Internet simetrico 20 Mbps","USD","600.00","USD","600.00","USD","22100.00","USD","500.00","Dominican Republic","MORTEROS DE EUROPA S A S","Upsale/Crossale","New Service","Yaneris Pena","05-27-2024","07-03-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few STGO PartnerFortinet_Ent_Jun2024","Dominican Republic","05-28-2024","06-27-2024","Julian Vittini","LatAmENT","Event","One-to-Few","Proposal Submitted"
"Ruamar-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","RUAMAR, S.R.L","New Customer","","Yaneris Pena","04-13-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_Finanzas_2023","Dominican Republic","02-14-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Mau- Internet asimentrico SD 90/45 Mbps","USD","315.00","USD","315.00","USD","11340.00","USD","0.00","Dominican Republic","MANUEL ARSENIO UREÑA S. A.","Upsale","New Service","Yaneris Pena","03-04-2023","03-27-2023","Sales Tracking","Seminar / Conference","LATAM_DR_Enterprise_OnetoFew_Santiago_Mar_2023","Dominican Republic","02-20-2023","03-03-2023","Julian Vittini","LatAmENT","Event","One-to-Few","Closed Won"
"VLR+INTERNET 200 MBPS","USD","437.57","USD","437.57","USD","5250.84","USD","0.00","Colombia","VALOR MAS S.A.S","New Customer","New Service","Lina Idarraga","09-18-2023","01-11-2024","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Cesar Alzate","LatAmENT","Event","Partner/Sponsor","Closed Lost"
"PROYECTO AMVA GOB ANTIOQUIA","USD","4714.89","USD","4714.89","USD","56578.72","USD","0.00","Colombia","VALOR MAS S.A.S","New Customer","New Service","Lina Idarraga","09-18-2023","11-20-2023","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Cesar Alzate","LatAmENT","Event","Partner/Sponsor","Closed Lost"
"Vodafone new 2x100 Mbps DIA service in BVI (Maples & Calder)","USD","8739.36","USD","8739.36","USD","322976.96","USD","8360.00","Wholesale","Vodafone US Operations Inc.","Upsale/Crossale","New Service","Jorge Lanzas","05-16-2023","02-29-2024","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","","Networks","Event","Partner/Sponsor","Closed Lost"
"Vodafone new 2x 250 mbps DIA service in Cayman (Maples & Calder)","USD","12393.24","USD","12393.22","USD","454515.92","USD","8360.00","Wholesale","Vodafone US Operations Inc.","Upsale/Crossale","New Service","Tania Correa","05-16-2023","03-08-2024","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","Eduardo Gandarilla Inactive","Networks","Event","Partner/Sponsor","Closed Lost"
"Vodafone 2x 250 Mbps DIA in Cayman -Britcay(Maples & Calder)","USD","12393.24","USD","12393.22","USD","454515.92","USD","8360.00","Wholesale","Vodafone US Operations Inc.","Upsale/Crossale","New Service","Tania Correa","05-16-2023","01-22-2024","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","Eduardo Gandarilla Inactive","Networks","Event","Partner/Sponsor","Closed Lost"
"Vodafone new 2x 250 Mbps DIA in Cayman Boundary (Maples & Calder)","USD","12393.24","USD","12393.22","USD","454515.92","USD","8360.00","Wholesale","Vodafone US Operations Inc.","Upsale/Crossale","New Service","Tania Correa","05-16-2023","01-22-2024","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","Eduardo Gandarilla Inactive","Networks","Event","Partner/Sponsor","Closed Lost"
"EdgeUno- RFP Wavelengths LATAM","USD","122000.00","USD","122000.00","USD","1464000.00","USD","0.00","Wholesale","Edgeuno, Inc","Upsale/Crossale","New Service","Jorge Lanzas","03-17-2023","07-20-2023","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","","Networks","Event","Partner/Sponsor","Closed Lost"
"Verizon new 2x10 Gbps from USA/JAX to PR","USD","15000.00","USD","15000.00","USD","190000.00","USD","10000.00","Wholesale","MCI International Telecommunications Corporation","Upsale/Crossale","New Service","Tania Correa","04-25-2023","10-17-2023","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","Eduardo Gandarilla Inactive","Networks","Event","Partner/Sponsor","Closed Lost"
"Clover Company S.A.S- Smart Solutions - Medellin","USD","63.00","USD","63.00","USD","2268.00","USD","0.00","Colombia","Clover Company S.A.S","New Customer","New Service","Daniel Penagos","04-16-2024","04-29-2024","Lead Generation","Advertisement","LATAM_Col_Prod_LEADS_Mid_Jan2024","Colombia","04-09-2024","01-01-2024","Fernando Villate","LatAmSMB","Telesales","","Closed Won"
"Consorc. Remix INTERNET","USD","450.00","USD","450.00","USD","16200.00","USD","0.00","Dominican Republic","REMIX","New Customer","New Service","Paola Inoa","05-31-2023","09-30-2024","Lead Generation","Advertisement","LATAM_RD_Web_Website Leads_Ent_Jan2024","Dominican Republic","03-04-2024","01-01-2024","Persiles Martinez","LatAmENT","Website","General Forms","Proposal Acceptance"
"Remix, Internet 50MB","USD","673.00","USD","673.00","USD","25002.00","USD","774.00","Dominican Republic","REMIX","New Customer","New Service","Paola Inoa","06-14-2023","05-07-2024","Lead Generation","Advertisement","LATAM_RD_Web_Website Leads_Ent_Jan2024","Dominican Republic","03-04-2024","01-01-2024","Persiles Martinez","LatAmENT","Website","General Forms","Closed Lost"
"Geocosta Ltda-Internet 100 Mbps-Puerto Libertador (Córdoba)","USD","566.00","USD","566.00","USD","20376.00","USD","0.00","Colombia","Geocosta Ltda","New Customer","New Service","Javier Pena","06-02-2023","10-25-2023","Lead Generation","Seminar / Conference","LATAM_COL_BAQ_MIDB_SEGTOUR_JUN_2023","Colombia","06-12-2023","06-14-2023","Fernando Villate","LatAmSMB","Event","One-to-Few","Closed Lost"
"Extractora el Roble S.A.S","USD","214.00","USD","214.00","USD","7704.00","USD","0.00","Colombia","Extractora el Roble S.A.S","New Customer","New Service","Aura Moreno","02-22-2024","06-20-2024","Lead Generation","Email","LATAM_Prod_Acquisition_Ent_May2023","Latam Region","05-18-2023","07-10-2023","Raymundo Barrios","LatAmRegional","Email","Offer","Closed Lost"
"COMISION HIPICA- Internet Ded","USD","1700.00","USD","1700.00","USD","61200.00","USD","0.00","Dominican Republic","COMISION HIPICA","New Customer","New Service","Ileana Martin","05-02-2023","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"HOSPITAL MATERNO INFANTIL SAN LORENZO-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","HOSPITAL MATERNO INFANTIL SAN LORENZO","New Customer","","Ileana Martin","10-05-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Desarrollo provincial/ GPON","USD","253.78","USD","253.78","USD","9136.25","USD","0.00","Dominican Republic","Comision Presidencial de Apoyo al Desarrollo Provincial","New Customer","New Service","Ileana Martin","11-03-2021","09-05-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Prospecting & Qualification"
"Inap /Serv. Gpon","USD","375.64","USD","375.64","USD","9099.68","USD","84.22","Dominican Republic","INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA","New Customer","New Service","Ileana Martin","04-05-2021","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"INAP / Internet 100MB","USD","2189.66","USD","2189.66","USD","52551.79","USD","0.00","Dominican Republic","INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA","New Customer","New Service","Ileana Martin","06-04-2021","09-30-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Prospecting & Qualification"
"INAP / 2da version Gpon","USD","892.71","USD","892.71","USD","32137.44","USD","0.00","Dominican Republic","INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA","New Customer","New Service","Ileana Martin","03-08-2022","09-01-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Proposal Submitted"
"INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA [View Hierarchy]-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA","New Customer","","Ileana Martin","03-06-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"DOMEX EXPRESO Gpon 60/30","USD","250.00","USD","250.00","USD","9100.00","USD","100.00","Dominican Republic","DOMEX EXPRESO SR","New Customer","New Service","Ileana Martin","03-06-2023","12-31-2024","Sales Tracking","Seminar / Conference","LATAM_DR_Enterprise_OnetoFew_Seguridad_Abr_2023","Dominican Republic","04-19-2023","04-20-2023","Julian Vittini","LatAmENT","Event","One-to-Few","Proposal Submitted"
"JAD JUNTA AGROEMPRESARIAL DOMINICANA-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","JAD JUNTA AGROEMPRESARIAL DOMINICANA","New Customer","","Ileana Martin","03-03-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Junta Municipal Pantoja/ GPON","USD","371.82","USD","371.82","USD","13385.67","USD","0.00","Dominican Republic","JUNTA MUNICIPAL DE PANTOJA","New Customer","New Service","Ileana Martin","04-05-2022","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"JUNTA MUNICIPAL DE PANTOJA-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","JUNTA MUNICIPAL DE PANTOJA","New Customer","","Ileana Martin","03-08-2023","08-08-2023","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Instituto Azucarero Dominicano-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","Instituto Azucarero Dominicano","New Customer","","Ileana Martin","07-21-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Ayunt Sto Dgo Oeste/ GPON","USD","488.93","USD","488.93","USD","17601.62","USD","0.00","Dominican Republic","AYUNTAMIENTO SANTO DOMINGO OESTE","New Customer","New Service","Ileana Martin","09-20-2021","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"ONESVIE / GPON","USD","483.96","USD","483.96","USD","11713.44","USD","98.37","Dominican Republic","OFICINA NACIONAL DE EVALUACION SISMICA Y VULNERABILIDAD DE INFRAESTRUCTURAS Y EDIFICACIONES ONESVIE","New Customer","New Service","Ileana Martin","09-13-2021","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"ONESVIE/ Smart 3 GPON","USD","1561.56","USD","1561.56","USD","56216.27","USD","0.00","Dominican Republic","OFICINA NACIONAL DE EVALUACION SISMICA Y VULNERABILIDAD DE INFRAESTRUCTURAS Y EDIFICACIONES ONESVIE","New Customer","New Service","Ileana Martin","04-18-2022","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Oficina Nacional de Evaluación Sísmica y Vulnerabilidad de Infraestructura y Edi","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","OFICINA NACIONAL DE EVALUACION SISMICA Y VULNERABILIDAD DE INFRAESTRUCTURAS Y EDIFICACIONES ONESVIE","New Customer","","Ileana Martin","02-14-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Comision Presidencial de Apoyo al Desarrollo Barrial-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","Comision Presidencial de Apoyo al Desarrollo Barrial","New Customer","","Ileana Martin","03-16-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"INSTITUTO DOMINICANO DEL CAFE-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","INSTITUTO DOMINICANO DEL CAFE","New Customer","","Ileana Martin","03-06-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"CORPORACION DE FOMENTO DE INDUSTRIA HOTELERA Y DESARROLLO DEL TURISMO/ CORPOHOTE","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","CORPORACION DE FOMENTO DE INDUSTRIA HOTELERA Y DESARROLLO DEL TURISMO/    CORPOHOTELS","New Customer","","Ileana Martin","10-05-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"REHABILITACION-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","ASOCIACION DOMINICANA DE REHABILITACION INC","New Customer","","Ileana Martin","10-19-2023","04-04-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Gold`s Gym Internet","USD","378.00","USD","378.00","USD","13708.00","USD","100.00","Dominican Republic","FRANQUICIAS DOMINICANAS S A","New Customer","New Service","Ileana Martin","10-13-2023","03-01-2024","Sales Tracking","Seminar / Conference","LATAM_DR__Event_SECURESDWAN_Nov2023","Dominican Republic","09-27-2023","11-09-2023","Julian Vittini","LatAmENT","Event","One-to-Few","Closed Lost"
"Cruz Roja/ Gpon 300/150 Mbps","USD","824.00","USD","824.00","USD","29664.00","USD","0.00","Dominican Republic","Cruz Roja Dominicana","New Customer","New Service","Ileana Martin","03-25-2022","11-30-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Prospecting & Qualification"
"Consejo Nacional de Discapacidad-","USD","280.00","USD","280.00","USD","10080.00","USD","0.00","Dominican Republic","Consejo Nacional de Discapacidad","New Customer","New Service","Ileana Martin","02-13-2023","07-08-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Julian Vittini","LatAmENT","Telesales","","Closed Lost"
"Alimentos decorados/Licencias de Office","USD","551.00","USD","551.00","USD","6612.00","USD","0.00","Guatemala","ALIMENTOS DECORADOS SOCIEDAD ANONIMA","New Customer","New Service","Carlos Gonzalez","05-29-2024","09-30-2024","Lead Generation","Advertisement","LATAM_Gua_Prod_Outbound Inside Sales_Ent_Jan2024","Guatemala","01-08-2024","01-01-2024","Jose Montenegro","LatAmENT","Telesales","","Prospecting & Qualification"
