"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"ACUAMAYA LICENCIAMIENTO MS365","USD","750.00","USD","750.00","USD","9000.00","USD","0.00","Guatemala","Acuamaya","New Customer","New Service","Carlos Gonzalez","04-21-2024","09-30-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Office365_Ent_May2024","Guatemala","03-01-2024","05-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Proposal Submitted"
"VOIP CONECTIVIDAD 20 CALLE 200 Mb","USD","450.00","USD","450.00","USD","5400.00","USD","0.00","Guatemala","Voip, S.A.","New Customer","New Service","Brisny Romero","02-23-2023","02-02-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"VOIP CONECTIVIDAD PUNTO AMATITLAN","USD","4000.00","USD","4000.00","USD","96000.00","USD","0.00","Guatemala","Voip, S.A.","New Customer","New Service","Brisny Romero","03-07-2023","12-06-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"VOIP CONECTIVIDAD HACIENDA MEDITERRANEO ESCUINTLA","USD","200.00","USD","200.00","USD","3600.00","USD","0.00","Guatemala","Voip, S.A.","New Customer","New Service","Brisny Romero","03-20-2023","04-03-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Voip Conectividad Chiquimula","USD","1792.00","USD","1792.00","USD","43008.00","USD","0.00","Guatemala","Voip, S.A.","New Customer","New Service","Brisny Romero","03-20-2023","05-01-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"VOIP CONECTIVIDAD HACIENDA MEDITERRANEO ESCUINTLA II","USD","200.00","USD","200.00","USD","3600.00","USD","0.00","Guatemala","Voip, S.A.","New Customer","New Service","Brisny Romero","03-22-2023","04-03-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Inversiones Moka / Nuevo Servicio IAAS","USD","1550.00","USD","1550.00","USD","37200.00","USD","0.00","Guatemala","Inversiones Moka S.A","New Customer","New Service","Carlos Gonzalez","04-03-2023","02-05-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Proyecto Pantallas/MOka","USD","0.00","USD","0.00","","","USD","0.00","Guatemala","Inversiones Moka S.A","New Customer","","Carlos Gonzalez","02-15-2024","09-30-2024","Lead Generation","Advertisement","LATAM_Gua_Prod_Outbound Inside Sales_Ent_Jan2024","Guatemala","01-08-2024","01-01-2024","Jose Montenegro","LatAmENT","Telesales","","Prospecting & Qualification"
"Disatel Conectividad +Seguridad + Contac Center","USD","2500.00","USD","2500.00","USD","60000.00","USD","0.00","Guatemala","Corporacion Disatel, Sociedad Anonima / Corporacion Disatel","New Customer","New Service","Carlos Gonzalez","08-29-2023","03-14-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"DISATEL IAAS","USD","396.00","USD","396.00","USD","10254.00","USD","750.00","Guatemala","Corporacion Disatel, Sociedad Anonima / Corporacion Disatel","New Customer","New Service","Carlos Gonzalez","08-18-2023","03-27-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"SAMBORO ENLACE DATOS","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","SAMBORO, S.A.","New Customer","New Service","Carlos Gonzalez","12-18-2023","06-14-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Distribuidora El Pacifico/Renovacion+firewall","USD","600.00","USD","600.00","USD","7200.00","USD","0.00","Guatemala","DISTRIBUIDORA EL PACÍFICO, SOCIEDAD ANÓNIMA","Upsale","Upgrade","Carlos Gonzalez","12-21-2023","03-26-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Won"
"Renta Autos / Internet / Sedes Guatemala","USD","492.00","USD","492.00","USD","11808.00","USD","0.00","Guatemala","Renta Autos de Guatemala, S.A.","New Customer","New Service","Adan Dominguez","01-26-2023","03-20-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"ADGECO CONECTIVIDAD 100Mbps","USD","680.00","USD","680.00","USD","16320.00","USD","0.00","Guatemala","ADGECO, SOCIEDAD ANONIMA","New Customer","New Service","Victor Penedo","08-07-2023","09-29-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DemoSDWANFortinet_Ago2023","Guatemala","08-10-2023","08-24-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Won"
"UNISPICE-CCTV","USD","650.00","USD","650.00","USD","24150.00","USD","750.00","Guatemala","Unispice","New Customer","New Service","Carlos Gonzalez","05-19-2023","09-30-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"UNISPICE-CONECTIVIDAD","USD","2700.00","USD","2700.00","USD","64800.00","USD","0.00","Guatemala","Unispice","New Customer","New Service","Carlos Gonzalez","05-31-2023","09-27-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"UNISPICE-VOIP CALL CENTER","USD","200.00","USD","200.00","USD","4800.00","USD","0.00","Guatemala","Unispice","New Customer","New Service","Carlos Gonzalez","05-31-2023","09-27-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"UNISPICE-EDR","USD","2600.00","USD","2600.00","USD","62400.00","USD","0.00","Guatemala","Unispice","New Customer","New Service","Carlos Gonzalez","07-13-2023","09-30-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"UNISPICE-CONECTIVIDAD CHIMALTENANGO","USD","400.00","USD","400.00","USD","9600.00","USD","0.00","Guatemala","Unispice","New Customer","New Service","Carlos Gonzalez","09-08-2023","09-27-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"BECOFARMA/NUEVO SERVICIO/WIFI","USD","330.00","USD","330.00","USD","330.00","USD","0.00","Guatemala","CLARIS PHARMA, SOCIEDAD ANÓNIMA","New Customer","New Service","Victor Penedo","08-31-2023","12-05-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"BECOFARMA/NUEVO SERVICIO/IASS","USD","1130.00","USD","1130.00","USD","27120.00","USD","0.00","Guatemala","CLARIS PHARMA, SOCIEDAD ANÓNIMA","New Customer","New Service","Victor Penedo","06-28-2023","09-27-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Won"
"BECOFARMA/CC DEAL 0001264979/SERVIDOR WMS","USD","140.00","USD","140.00","USD","840.00","USD","0.00","Guatemala","CLARIS PHARMA, SOCIEDAD ANÓNIMA","Upsale","New Service; Reconfiguration","Victor Penedo","10-24-2023","11-13-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Won"
"La Roca /Servicio IAAS","USD","3700.00","USD","3700.00","USD","88800.00","USD","0.00","Guatemala","Fabrica La Roca","New Customer","New Service","Victor Garcia Mejia","04-17-2023","05-10-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"ENLACE PARA DISTRIBUCION /OFIBODEGAS","USD","1000.00","USD","1000.00","USD","24000.00","USD","0.00","Guatemala","CONDOMINIO OFIBODEGAS SAN ANDRÉS","New Customer","New Service","Carlos Gonzalez","05-06-2024","08-31-2024","Brand Awareness","Advertisement","LATAM_Gua_Event_Lanzamiento Xela_Ent_Apr2024","Guatemala","04-22-2024","04-18-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Proposal Submitted"
"GRUPO EE/NUEVO SERVICIO/EASY BACKUP","USD","140.00","USD","140.00","USD","3360.00","USD","0.00","Guatemala","GRUPO EE SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Victor Penedo","05-18-2023","11-16-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Camara de Comercio - Renovacion 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","CAMARA DE COMERCIO DE GUATEMALA","Upsale","Upgrade; Reconfiguration; Renewal","Brayan Hernandez","12-06-2022","02-02-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Ent_Renovaciones_Feb_2023","Guatemala","01-27-2023","02-09-2023","Sonia Niño","LatAmENT","Event","One-to-Few","Closed Won"
"Lax Topacio Upgrade y Proyecto Diseño de Red","USD","330.00","USD","330.00","USD","7920.00","USD","0.00","Guatemala","LAX TRAVEL TOPACIO, SOCIEDAD ANONIMA","Upsale/Crossale","New Service; Upgrade","Carlos Gonzalez","02-22-2024","08-30-2024","Lead Generation","Advertisement","LATAM_Gua_Prod_Outbound Inside Sales_Ent_Jan2024","Guatemala","01-08-2024","01-01-2024","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"SAMSUNG ELECTRONICS CONECTIVIDAD","USD","0.00","USD","0.00","USD","5400.00","USD","5400.00","Guatemala","SAMSUNG ELECTRONICS LATINOAMERICA (ZONA LIBRE) SOCIEDAD ANONIMA","New Customer","New Service","Brisny Romero","02-06-2023","05-22-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Won"
"SAMSUNG NUEVO SERVICIO AVIA","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","SAMSUNG ELECTRONICS LATINOAMERICA (ZONA LIBRE) SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Brisny Romero","07-24-2023","04-05-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"SAMSUNG CONTRATACION FIJA AVIA","USD","1200.00","USD","1200.00","USD","3600.00","USD","0.00","Guatemala","SAMSUNG ELECTRONICS LATINOAMERICA (ZONA LIBRE) SOCIEDAD ANONIMA","Upsale/Crossale","Upgrade","Carlos Gonzalez","08-18-2023","07-14-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"LAYTA/NUEVO SERVICIO/INTERNET","USD","585.00","USD","585.00","USD","14040.00","USD","0.00","Guatemala","Envases Layta, S.A.","New Customer","New Service","Carlos Gonzalez","12-08-2023","03-13-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Presto Infrestructura Equipo","USD","250.00","USD","250.00","USD","6750.00","USD","750.00","Guatemala","Banquetes de Guatemala, S.A.","New Customer","New Service","Carlos Mazariegos","02-22-2023","12-31-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Proposal Submitted"
"VALLAS Y GIGANTOGRAFIAS CR LICENCIAMIENTO MS365","USD","160.00","USD","160.00","USD","1920.00","USD","0.00","Guatemala","VALLAS Y GIGANTOGRAFIAS DE COSTA RICA S. A.","New Customer","New Service","Brisny Romero","09-25-2023","09-29-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_VisitaDataCenter_Ago2023","Guatemala","07-28-2023","08-16-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Won"
"PANTALLAS Y DIGITALES  LICENCIAMIENTO MS365 APPS FOR BUSINESS PANAMÁ","USD","160.00","USD","160.00","USD","1920.00","USD","0.00","Guatemala","PANTALLAS Y DIGITALES DE PANAMA, S.A.","New Customer","New Service","Brisny Romero","09-20-2023","09-29-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_VisitaDataCenter_Ago2023","Guatemala","07-28-2023","08-16-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Won"
"ARP LICENCIAMIENTO MS 365","USD","5000.00","USD","5000.00","USD","60000.00","USD","0.00","Guatemala","ADMINISTRADORA DE RECURSOS PERSONALES, SOCIEDAD ANONIMA","New Customer","New Service","Carlos Mazariegos","03-21-2024","08-31-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Vulnerability Management_Ent_Mar2024","Guatemala","03-01-2024","03-19-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Solution Design"
"CEMENTO REGIONAL PROYECTO INFRA Y CONECTIVIDAD","USD","1995.00","USD","1995.00","USD","59520.00","USD","0.00","Guatemala","Cemento Regional","New Customer","New Service","Carlos Mazariegos","12-08-2023","07-09-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"DIDEA/NUEVO SERVICIO/INTERNET","USD","2250.00","USD","2250.00","USD","54000.00","USD","0.00","Guatemala","Didea, S.A.","New Customer","New Service","Victor Penedo","08-28-2023","10-06-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"Popoyan ONG conectividad","USD","1320.00","USD","1320.00","USD","15840.00","USD","0.00","Guatemala","AGROPECUARIA POPOYAN, S.A.","New Customer","New Service","Victor Penedo","11-07-2022","11-16-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Lost"
"INGETELCA CONECTIVIDAD","USD","150.00","USD","150.00","USD","3600.00","USD","0.00","Guatemala","INGETELCA, SOCIEDAD ANONIMA","New Customer","New Service","Victor Garcia Mejia","01-23-2024","05-24-2024","Lead Generation","Advertisement","LATAM_Gua_Web_WebsiteLeads_Ent_2024","Guatemala","01-23-2024","01-01-2024","Jose Montenegro","LatAmENT","Website","General Forms","Closed Lost"
"Tech4Mobile Internet 20 Mbps","USD","280.00","USD","280.00","USD","6720.00","USD","0.00","Guatemala","TECH4MOBILE SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Leonel Hernandez","01-20-2023","10-27-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_TrDigital2_Ent_Feb2023","Guatemala","02-07-2023","02-08-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"Tech4Mobile Router doble WAN","USD","50.00","USD","50.00","USD","1200.00","USD","0.00","Guatemala","TECH4MOBILE SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Leonel Hernandez","01-27-2023","10-27-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_TrDigital2_Ent_Feb2023","Guatemala","02-07-2023","02-08-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"INTROSA Conectividad+SD WAN","USD","3700.00","USD","3700.00","USD","88800.00","USD","0.00","Guatemala","Industrias De Exportacion Universal, S. A.","Upsale/Crossale","New Service","Leonel Hernandez","04-18-2023","09-05-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_TransformacionDigital_Ent_May2023","Guatemala","05-11-2023","05-25-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"Logimerk / Nuevo Servicio / Internet","USD","150.00","USD","150.00","USD","3600.00","USD","0.00","Guatemala","LOGIMERK, SOCIEDAD ANÓNIMA","New Customer","New Service","Leonel Hernandez","02-21-2023","08-02-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_Ecosistemas_Ent_Jan2023","Guatemala","01-09-2023","01-26-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"DIFOSA - CONECTIVIDAD - SEGURIDAD","USD","800.00","USD","800.00","USD","19200.00","USD","0.00","Guatemala","DISTRIBUIDORA FONOGRÁFICA CENTROAMERICANA S.A.","New Customer","New Service","Carlos Mazariegos","05-16-2024","07-04-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"CHEP Conectividad","USD","510.00","USD","510.00","USD","6120.00","USD","0.00","Guatemala","CHEP GUATEMALA, LIMITADA","Crossale","New Service","Carlos Mazariegos","04-25-2023","01-26-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Jose Montenegro","LatAmENT","Telesales","","Closed Won"
"Hotel Grand Tikal Futura Conectividad 1","USD","1334.00","USD","1334.00","USD","32016.00","USD","0.00","Guatemala","Hotel Tikal Futura","New Customer","New Service","Carlos Mazariegos","01-22-2024","07-31-2024","Lead Generation","Advertisement","LATAM_Gua_Prod_Outbound Inside Sales_Ent_Jan2024","Guatemala","01-08-2024","01-01-2024","Jose Montenegro","LatAmENT","Telesales","","Solution Design"
"Colegio Agustiniano - Renovacion 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","CENTRO AGUSTINIANO PARA LA FORMACION SOCIEDAD ANONIMA","Upsale","New Service; Upgrade","Brayan Hernandez","12-11-2023","05-07-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Sonia Niño","LatAmENT","Event","One-to-Few","Closed Won"
"Frigoríficos / Nuevo Servicio/ Internet","USD","0.00","USD","0.00","","","USD","0.00","Guatemala","Frigorificos de Guatemala, S.A.","New Customer","","Adan Dominguez","02-14-2023","05-02-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_Ecosistemas_Ent_Jan2023","Guatemala","01-09-2023","01-26-2023","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
