"Reporting Business Unit","Country of Origin","Campaign Name","Owner","Campaign Type","Category","Sub-Category","Primary Campaign Purpose","Num Sent in Campaign","Responses in Campaign","Created Date","Start Date","Product of Interest","Campaign Status","Budgeted Cost in Campaign (converted) Currency","Budgeted Cost in Campaign (converted)","Expected Revenue in Campaign (converted) Currency","Expected Revenue in Campaign (converted)","Opportunities in Campaign","Value Opportunities in Campaign Currency","Value Opportunities in Campaign","Won Opportunities in Campaign","Value Won Opportunities in Campaign Currency","Value Won Opportunities in Campaign","Actual Cost in Campaign (converted) Currency","Actual Cost in Campaign (converted)","ROI","Campaign ID","SF Campaign Id"
"LatAmENT","Latam Region","LATAM_Info_LibertyLaunchContact_Ent_May2023","Luis Hernandez Montenegro","Advertisement","Website","General Forms","Other","0","88","05-04-2023","05-04-2023","Networking","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PP8CQAW","7014X000002PP8CQAW"
"LatAmENT","Latam Region","Regional_Info_LibertyLaunch_MSeg_May2023","Luis Hernandez Montenegro","Other","Website","General Forms","Other","0","440","05-04-2023","05-04-2023","SME - Proposition - Professional","In Progress","","","","","1","USD","0.00","0","USD","0.00","","","","7014X000002PP7xQAG","7014X000002PP7xQAG"
"LatAmENT","Latam Region","LATAM_Prod_Acquisition_Ent_May2023","Luis Hernandez Montenegro","Email","Email","Offer Email","Lead Generation","4000","34","05-18-2023","07-10-2023","Security; It Solution; Networking; UC&C","Completed","","","","","2","USD","12978.00","0","USD","0.00","","","","7014X000002edYsQAI","7014X000002edYsQAI"
"LatAmENT","Latam Region","Regional_Info_LibertySales_MSeg_May2023","Luis Hernandez Montenegro","Other","Website","General Forms","Other","0","406","05-04-2023","05-04-2023","SME - Proposition - Retail","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PP87QAG","7014X000002PP87QAG"
"LatAmRegional","Latam Region","LATAM_Web_ContactCenter_Ent_May2024","Luis Hernandez Montenegro","Advertisement","Event","Digital","Brand Awareness","0","72","05-08-2024","05-08-2024","Security","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001z3pCQAQ","7014X000001z3pCQAQ"
"LatAmENT","Latam Region","LATAM_Info_Christmas_MSeg_Dec2023","Paola Yanez","Email","Email","Offer Email","Other","0","78","11-21-2023","11-21-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022qnsQAA","7014X0000022qnsQAA"
"","Latam Region","NETWORKS_Info_Newsletter_Ent_Dec2023","Paola Yanez","Email","Email","Offer Email","Brand Awareness","0","48","11-16-2023","11-16-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022qj2QAA","7014X0000022qj2QAA"
"LatAmENT","Latam Region","LATAM_Prod_SDWAN_Ent_Oct2023","Paola Yanez","Email","Email","Offer Email","Other","0","0","09-13-2023","09-13-2023","Security","Completed","USD","1855.00","USD","5000.00","0","USD","0.00","0","USD","0.00","USD","1855.00","-100.0000000000","7014X0000036WaoQAE","7014X0000036WaoQAE"
"LatAmENT","Latam Region","LATAM_Prod_Ciberseguridad_Ent_Oct2023","Paola Yanez","Email","Email","Offer Email","Other","0","0","10-11-2023","10-11-2023","PUSH TO TALK","Completed","","","","","0","USD","0.00","0","USD","0.00","USD","3450.00","-100.0000000000","7014X000002XShfQAG","7014X000002XShfQAG"
"LatAmENT","Latam Region","LATAM_Prod_Ciberseguridad_Ent_Oct2023_e","Paola Yanez","Email","Email","Offer Email","Other","0","118","10-11-2023","10-11-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002XShkQAG","7014X000002XShkQAG"
"LatAmENT","Latam Region","LATAM_Prod_Ciberseguridad_Ent_Oct2023_SMO","Paola Yanez","Advertisement","Media","Social Media","Other","0","137","10-11-2023","10-11-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002XShuQAG","7014X000002XShuQAG"
"LatAmENT","Latam Region","LATAM_Event_DataCenter-Security Summit_Jun2024","Paola Yanez","Advertisement","Event","Physical","Brand Awareness","0","0","05-08-2024","06-05-2024","Security","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001z3osQAA","7014X000001z3osQAA"
"LatAmENT","Latam Region","LATAM_Prod_Ciberseguridad_Ent_Oct2023_SMP","Paola Yanez","Advertisement","Media","Social Media","Other","0","79","10-11-2023","10-11-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002XShpQAG","7014X000002XShpQAG"
"LatAmRegional","Latam Region","LATAM_Event_VIPLinks_apr2024","Paola Yanez","Advertisement","Event","Special Event","Lead Generation","0","25","03-11-2024","04-24-2024","Cloud IT; Security","In Progress","USD","239000.00","","","18","USD","146705.00","13","USD","42505.00","USD","316264.00","-86.5602787545","7014X0000022s2tQAA","7014X0000022s2tQAA"
"NetworksRegional","Latam Region","NETWORKS_Event_VIPLinks_apr2024","Paola Yanez","Advertisement","Event","Physical","Lead Generation","0","20","01-12-2024","04-23-2024","Networking & Connectivity","In Progress","USD","228000.00","","","0","USD","0.00","0","USD","0.00","USD","102811.00","-100.0000000000","7014X000002zSaFQAU","7014X000002zSaFQAU"
"LatAmRegional","Latam Region","LATAM_Event_Educationsummit_ent_Mar2024","Paola Yanez","Advertisement","Event","Physical","Lead Generation","0","19","01-24-2024","03-13-2024","Networking & Connectivity; Security","Completed","USD","50000.00","","","16","USD","1030362.33","2","USD","4049.49","USD","52000.00","-92.2125118976","7014X000002zSx9QAE","7014X000002zSx9QAE"
"LatAmENT","Latam Region","LATAM_Prod_Xsell_Ent_IaaS-DDoSLarge_Apr2023","Paola Yanez","Email","Email","Offer Email","Sales Tracking","9409","34","04-19-2023","04-19-2023","It Solution - IaaS; Security - DDoS","In Progress","","","","","1","USD","0.00","0","USD","0.00","USD","6000.00","-100.0000000000","7014X000002PO9WQAW","7014X000002PO9WQAW"
"","Latam Region","NETWORKS_Info_Newsletter_Ent_Aug2023","Paola Yanez","Email","Email","Offer Email","Other","0","2","08-10-2023","08-10-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002enzuQAA","7014X000002enzuQAA"
"LatAmENT","Latam Region","LATAM_Info_Rebranding_Ent_May2023","Roxanna Mateo","Email","Email","Offer Email","Brand Awareness","0","12","05-25-2023","05-25-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002ee8HQAQ","7014X000002ee8HQAQ"
"","Latam Region","NETWORKS_Event_IXSY_Ent_Mar2024","Roxanna Mateo","Advertisement","Event","Physical","Brand Awareness","0","1","03-27-2024","03-27-2024","Networking & Connectivity","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022sEAQAY","7014X0000022sEAQAY"
"LatAmENT","Latam Region","LATAM_Info_Newsletter_Ent_Apr2024","Roxanna Mateo","Advertisement","Email","Content","Brand Awareness","0","51","04-03-2024","04-03-2024","Other","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001z3RDQAY","7014X000001z3RDQAY"
"LatAmSMB","Latam Region","LATAM_Prod_Awareness_Mid_Aug2023","Roxanna Mateo","Email","Email","Offer Email","Other","0","0","08-18-2023","08-18-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002epA3QAI","7014X000002epA3QAI"
"LatAmENT","Latam Region","LATAM_Enterprise_Event_VIPLinks_Jun2023","Paola Yanez","Special Events","Event","Physical","Brand Awareness","121","32","03-28-2023","06-21-2023","Security; It Solution","Completed","USD","175000.00","USD","15300.00","0","USD","0.00","0","USD","0.00","USD","183163.00","-100.0000000000","7014X000001yq3EQAQ","7014X000001yq3EQAQ"
